ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
99549,99549,B5,G6350,S,131838354,4503436,+56.9641768,-158.5806348
99550,99550,B5,G6350,S,233488940,7376314,+57.9041085,-153.0426850
99551,99551,B5,G6350,S,5859166,21925,+60.9028856,-161.4217593
99552,99552,B5,G6350,S,2615874,63649,+60.9095814,-161.2271077
99553,99553,B5,G6350,S,35825062,251974,+54.1173183,-165.8308353
99554,99554,B5,G6350,S,55708773,25943156,+62.7111604,-164.6447123
99555,99555,B5,G6350,S,47404045,18166159,+59.2603204,-158.6546780
99556,99556,B5,G6350,S,917027761,537771,+59.8999551,-151.5703879
99557,99557,B5,G6350,S,34785907710,322319472,+61.4201180,-156.0441993
65728,65728,B5,G6350,S,2367176,0,+36.8713811,-093.3455609
65729,65729,B5,G6350,S,38651671,9065872,+36.5139605,-092.5927387
65730,65730,B5,G6350,S,37003820,0,+36.6236944,-094.1772886
65731,65731,B5,G6350,S,3650073,231002,+36.6534572,-093.1259243
65732,65732,B5,G6350,S,135804319,369413,+37.9416933,-093.1615448
65733,65733,B5,G6350,S,163442586,21955134,+36.5271159,-092.8494189
65734,65734,B5,G6350,S,207051423,456561,+36.7952141,-093.9418175
65735,65735,B5,G6350,S,53719209,119881,+38.0399203,-093.4587267
65737,65737,B5,G6350,S,219320690,16862853,+36.7111114,-093.3593376
65738,65738,B5,G6350,S,133713595,55016,+37.1392801,-093.5063979
65739,65739,B5,G6350,S,33906704,6680751,+36.5109586,-093.2741586
65740,65740,B5,G6350,S,11634420,738746,+36.7135738,-093.1634780
65785,65785,B5,G6350,S,563574422,30164180,+37.7084751,-093.8250539
65786,65786,B5,G6350,S,279035542,1604843,+37.9644710,-092.9629371
65787,65787,B5,G6350,S,104656848,8561084,+38.0705930,-092.8833470
65788,65788,B5,G6350,S,56760386,30295,+36.8066887,-091.6949454
65789,65789,B5,G6350,S,206482471,91060,+36.8628694,-091.8737137
65790,65790,B5,G6350,S,139947136,335175,+36.7030238,-092.1095398
65791,65791,B5,G6350,S,341116352,71357,+36.5791546,-091.4972299
65793,65793,B5,G6350,S,694727261,999801,+36.9915586,-091.9719865
65802,65802,B5,G6350,S,164693520,8728,+37.2074495,-093.3546121
65803,65803,B5,G6350,S,240866686,4098848,+37.2831890,-093.2898210
65804,65804,B5,G6350,S,47244320,1313207,+37.1504979,-093.2519212
65806,65806,B5,G6350,S,5369524,0,+37.2055854,-093.2991572
65807,65807,B5,G6350,S,56203944,62855,+37.1675326,-093.3247726
65809,65809,B5,G6350,S,45941613,420232,+37.1724208,-093.1963698
65810,65810,B5,G6350,S,30945175,164695,+37.1197195,-093.3097235
72644,72644,B5,G6350,S,221984835,15990619,+36.4331235,-092.9927632
83118,83118,B5,G6350,S,51166202,72901,+43.0478548,-110.9975762
83119,83119,B5,G6350,S,34419255,0,+42.6439179,-110.9881971
83120,83120,B5,G6350,S,389113576,122796,+42.9158474,-111.1173152
72404,72404,B5,G6350,S,326391431,1505327,+35.7738621,-090.7788375
72410,72410,B5,G6350,S,179875220,2017260,+35.9474771,-091.0976455
73762,73762,B5,G6350,S,486823878,5293273,+35.7131874,-097.9644372
72411,72411,B5,G6350,S,99425752,150242,+35.7450896,-090.5755071
72412,72412,B5,G6350,S,162476201,0,+36.1241675,-090.6943787
72413,72413,B5,G6350,S,97063766,2120879,+36.3018297,-090.8222186
72414,72414,B5,G6350,S,44735491,926158,+35.8246089,-090.3740488
73763,73763,B5,G6350,S,516206484,795750,+36.0937039,-098.3258038
73764,73764,B5,G6350,S,128824698,369742,+35.8547396,-098.2017015
72415,72415,B5,G6350,S,98501202,1407715,+36.1266677,-091.1750129
72416,72416,B5,G6350,S,240722172,672761,+35.9639769,-090.7957216
73766,73766,B5,G6350,S,395621937,3149253,+36.6555928,-097.8257272
72417,72417,B5,G6350,S,118484298,329771,+35.9162762,-090.5395256
72419,72419,B5,G6350,S,131810318,1126972,+35.7495986,-090.3535501
72421,72421,B5,G6350,S,196800463,1409124,+35.7853207,-090.9719512
73768,73768,B5,G6350,S,339472053,1718932,+36.3547537,-098.2925626
73771,73771,B5,G6350,S,349756514,193318,+36.8758040,-097.9731331
72422,72422,B5,G6350,S,454081324,1448698,+36.4245580,-090.5194880
72424,72424,B5,G6350,S,3542638,0,+36.3905273,-090.7363630
72425,72425,B5,G6350,S,180599201,301777,+36.2152647,-090.7392147
72426,72426,B5,G6350,S,2309485,13022,+35.8682066,-090.0416389
72427,72427,B5,G6350,S,40195711,0,+35.8670505,-090.9356618
72428,72428,B5,G6350,S,16359234,0,+35.7393513,-090.2245955
72429,72429,B5,G6350,S,199393776,2995,+35.5060787,-090.9283959
72430,72430,B5,G6350,S,68340652,0,+36.3345293,-090.1712743
72431,72431,B5,G6350,S,15755832,162042,+35.6325714,-091.0794089
73772,73772,B5,G6350,S,632870248,627868,+35.8632464,-098.4302957
73773,73773,B5,G6350,S,275346564,69231,+36.2657255,-097.9204761
07072,07072,B5,G6350,S,10358834,631502,+40.8264241,-074.0623382
20721,20721,B5,G6350,S,43233834,376751,+38.9152216,-076.7851292
07073,07073,B5,G6350,S,9636808,855663,+40.8170966,-074.0850235
07074,07074,B5,G6350,S,3232342,27408,+40.8381444,-074.0550768
20722,20722,B5,G6350,S,3810438,79468,+38.9345568,-076.9505961
07075,07075,B5,G6350,S,2839428,303,+40.8501831,-074.0870676
07076,07076,B5,G6350,S,23301092,81430,+40.6330262,-074.3729052
20723,20723,B5,G6350,S,34017891,1096021,+39.1375688,-076.8679423
07077,07077,B5,G6350,S,4003954,1596055,+40.5541469,-074.2530596
20724,20724,B5,G6350,S,20760008,0,+39.1010771,-076.8040031
07078,07078,B5,G6350,S,16768188,1383077,+40.7423455,-074.3342374
20732,20732,B5,G6350,S,26384783,6619578,+38.6551400,-076.5425708
50311,50311,B5,G6350,S,6507208,0,+41.6010382,-093.6728925
50312,50312,B5,G6350,S,14685765,341733,+41.5826778,-093.6766696
50313,50313,B5,G6350,S,46791964,882094,+41.6544767,-093.6241798
50314,50314,B5,G6350,S,6439478,190273,+41.6049642,-093.6312003
50315,50315,B5,G6350,S,25957209,609004,+41.5459183,-093.6221237
50316,50316,B5,G6350,S,9214459,87308,+41.6086291,-093.5995786
50317,50317,B5,G6350,S,59303636,754942,+41.6174634,-093.5466208
50319,50319,B5,G6350,S,213707,0,+41.5909125,-093.6042882
50320,50320,B5,G6350,S,48346342,1210854,+41.5279423,-093.5679667
50321,50321,B5,G6350,S,30593119,362682,+41.5351378,-093.6652479
41048,41048,B5,G6350,S,56914932,7078079,+39.0988375,-084.7063491
41049,41049,B5,G6350,S,218833713,1876992,+38.2689939,-083.6397813
41051,41051,B5,G6350,S,75265498,1034341,+38.9353005,-084.5500993
41052,41052,B5,G6350,S,6990471,108429,+38.6779873,-084.7685184
41055,41055,B5,G6350,S,163133396,496727,+38.5253922,-083.8664645
41056,41056,B5,G6350,S,362609953,12269167,+38.5949384,-083.7781307
41059,41059,B5,G6350,S,35351906,5983915,+39.0133948,-084.3513802
41062,41062,B5,G6350,S,331402,0,+38.7040099,-083.9228395
41063,41063,B5,G6350,S,93510499,1667261,+38.8465305,-084.4951228
41064,41064,B5,G6350,S,221600486,413455,+38.5134727,-084.0642300
41071,41071,B5,G6350,S,14042741,766516,+39.0718051,-084.4851179
41073,41073,B5,G6350,S,2429198,495221,+39.1013640,-084.4787683
41074,41074,B5,G6350,S,3306288,1687700,+39.1105886,-084.4624571
41075,41075,B5,G6350,S,15587863,1339605,+39.0819745,-084.4531719
41076,41076,B5,G6350,S,54255523,1829592,+39.0132546,-084.4538361
41080,41080,B5,G6350,S,73361095,8046496,+39.0546897,-084.8241780
41083,41083,B5,G6350,S,88897260,1475519,+38.6660188,-084.9674604
40025,40025,B5,G6350,S,424224,0,+38.2998470,-085.6487726
48023,48023,B5,G6350,S,44113320,284454,+42.7043848,-082.6588518
40026,40026,B5,G6350,S,80440286,8972559,+38.4311565,-085.5326392
48025,48025,B5,G6350,S,20795349,40072,+42.5203566,-083.2648239
48026,48026,B5,G6350,S,10725532,40959,+42.5376330,-082.9467415
40031,40031,B5,G6350,S,172261797,2392596,+38.4294155,-085.4008138
48027,48027,B5,G6350,S,96795692,167362,+42.9442888,-082.6940405
32025,32025,B5,G6350,S,252335668,2173754,+30.1071032,-082.5791177
32026,32026,B5,G6350,S,1684889,0,+30.0541489,-082.1816808
32033,32033,B5,G6350,S,199451929,2522421,+29.7881116,-081.4343237
48028,48028,B5,G6350,S,45945952,41303828,+42.5802086,-082.6166201
40033,40033,B5,G6350,S,371336847,4433938,+37.5441240,-085.2255527
40036,40036,B5,G6350,S,46717882,2794652,+38.4158905,-084.9824467
40037,40037,B5,G6350,S,127163287,1512888,+37.6606634,-085.4175405
48030,48030,B5,G6350,S,7297391,0,+42.4619241,-083.0976891
40040,40040,B5,G6350,S,53078785,213091,+37.7770431,-085.0692861
11205,11205,B5,G6350,S,2448133,0,+40.6946641,-073.9662459
11206,11206,B5,G6350,S,3715219,0,+40.7019538,-073.9423577
11207,11207,B5,G6350,S,6919426,0,+40.6707550,-073.8942087
11208,11208,B5,G6350,S,9265590,0,+40.6685639,-073.8709902
11209,11209,B5,G6350,S,5489556,0,+40.6220119,-074.0301411
11210,11210,B5,G6350,S,4251899,0,+40.6281442,-073.9463230
47884,47884,B5,G6350,S,3331543,373739,+39.6124058,-087.4480850
47885,47885,B5,G6350,S,213204993,5606152,+39.5104138,-087.4770564
47901,47901,B5,G6350,S,1534913,54928,+40.4177784,-086.8896327
47904,47904,B5,G6350,S,14658474,415120,+40.4386323,-086.8769205
47905,47905,B5,G6350,S,310155123,2184177,+40.4200149,-086.7660436
47906,47906,B5,G6350,S,351427551,3065835,+40.4796492,-086.9892182
47907,47907,B5,G6350,S,737797,0,+40.4243946,-086.9154862
47909,47909,B5,G6350,S,299647471,952892,+40.3245629,-086.8963025
47916,47916,B5,G6350,S,160082,0,+39.9836458,-087.0554305
47917,47917,B5,G6350,S,102337578,0,+40.4668377,-087.4734260
47918,47918,B5,G6350,S,376760037,2647963,+40.2986777,-087.1980051
47920,47920,B5,G6350,S,73563953,1343186,+40.5407591,-086.8338635
47921,47921,B5,G6350,S,106184074,0,+40.4771505,-087.3753764
47922,47922,B5,G6350,S,196087044,276348,+40.8769484,-087.3489112
47923,47923,B5,G6350,S,237127039,765455,+40.6104015,-086.9400026
47924,47924,B5,G6350,S,203476,0,+40.4879449,-086.7628465
02190,02190,B5,G6350,S,18436592,1374551,+42.1667306,-070.9523629
02191,02191,B5,G6350,S,5241517,2722697,+42.2434530,-070.9420330
02199,02199,B5,G6350,S,148225,0,+42.3474761,-071.0820350
02203,02203,B5,G6350,S,82171,0,+42.3605882,-071.0587370
02210,02210,B5,G6350,S,2499010,1305067,+42.3474715,-071.0392708
02215,02215,B5,G6350,S,1981568,277824,+42.3476346,-071.1030821
02301,02301,B5,G6350,S,32204731,441565,+42.0783714,-071.0423041
02302,02302,B5,G6350,S,23025359,67031,+42.0889069,-070.9983750
02322,02322,B5,G6350,S,11113467,639902,+42.1324607,-071.0540130
02324,02324,B5,G6350,S,70749916,2834829,+41.9723874,-070.9787781
02330,02330,B5,G6350,S,96892457,6018630,+41.8786436,-070.7431985
02332,02332,B5,G6350,S,61481357,10660998,+42.0443242,-070.7060726
02333,02333,B5,G6350,S,44570191,842755,+42.0372780,-070.9404591
33527,33527,B5,G6350,S,80513045,1568052,+27.9737491,-082.2128059
37312,37312,B5,G6350,S,154921760,30173,+35.2324611,-084.8798211
37313,37313,B5,G6350,S,88121034,803508,+35.3577092,-085.7128001
37315,37315,B5,G6350,S,297862,0,+35.0482663,-085.0515498
33534,33534,B5,G6350,S,32064254,7405561,+27.8284515,-082.3790965
37317,37317,B5,G6350,S,195179662,3902568,+35.0310013,-084.4430558
33538,33538,B5,G6350,S,241658689,38926393,+28.8499490,-082.1851100
37318,37318,B5,G6350,S,30981477,0,+35.1779164,-085.9927798
33540,33540,B5,G6350,S,90760623,178811,+28.2568967,-082.1329998
33541,33541,B5,G6350,S,63769359,302412,+28.2340015,-082.2213595
37321,37321,B5,G6350,S,292528661,15409025,+35.5021033,-085.0080244
33542,33542,B5,G6350,S,27048654,100047,+28.2357797,-082.1776172
37322,37322,B5,G6350,S,343373498,17030175,+35.5033973,-084.8238876
33543,33543,B5,G6350,S,53243831,30832,+28.2127750,-082.2963685
33544,33544,B5,G6350,S,88894400,199711,+28.2540392,-082.3662232
33545,33545,B5,G6350,S,76399795,1842864,+28.2725797,-082.2965558
37323,37323,B5,G6350,S,309414176,285564,+35.0961827,-084.8165325
33547,33547,B5,G6350,S,370624048,20755335,+27.7899472,-082.1358282
33548,33548,B5,G6350,S,20226714,3050189,+28.1462790,-082.4823030
33549,33549,B5,G6350,S,30439545,3120970,+28.1379437,-082.4462524
37324,37324,B5,G6350,S,186577681,470749,+35.2397544,-085.9871648
33556,33556,B5,G6350,S,94907771,11146741,+28.1348086,-082.5914585
37325,37325,B5,G6350,S,71831398,808370,+35.2513590,-084.5917184
37326,37326,B5,G6350,S,5027627,0,+35.0400044,-084.3849854
33558,33558,B5,G6350,S,45014252,4209782,+28.1654830,-082.5112356
33559,33559,B5,G6350,S,32703366,785957,+28.1610058,-082.4146674
37327,37327,B5,G6350,S,523658545,446093,+35.4376473,-085.4152091
37328,37328,B5,G6350,S,77795459,38415,+35.0369421,-086.3573743
37329,37329,B5,G6350,S,149994264,0,+35.3943548,-084.4610401
33563,33563,B5,G6350,S,38234757,1166155,+28.0172218,-082.1249531
33565,33565,B5,G6350,S,226725686,4014576,+28.0859061,-082.1481135
37330,37330,B5,G6350,S,93240383,15829672,+35.2795425,-086.1305778
33566,33566,B5,G6350,S,59444390,2630762,+27.9779648,-082.0957088
37331,37331,B5,G6350,S,107610642,55079,+35.3193118,-084.5298333
33567,33567,B5,G6350,S,109096853,7000156,+27.9206094,-082.1167723
37332,37332,B5,G6350,S,168745804,571974,+35.5987008,-084.9719471
37333,37333,B5,G6350,S,29692808,0,+35.1537535,-084.3353385
05847,05847,B5,G6350,S,145028379,207782,+44.7934371,-072.4584514
05850,05850,B5,G6350,S,1049966,20883,+44.5412470,-072.0146990
05851,05851,B5,G6350,S,206592731,1800062,+44.5571323,-072.0805897
05853,05853,B5,G6350,S,77634617,7513363,+44.8959364,-071.9412652
05855,05855,B5,G6350,S,144527517,24343959,+44.9271314,-072.1922364
05857,05857,B5,G6350,S,106880195,4820423,+44.9289112,-072.3127003
05858,05858,B5,G6350,S,202684211,684849,+44.5587869,-071.8169167
05859,05859,B5,G6350,S,144069615,818543,+44.9666708,-072.4430349
05860,05860,B5,G6350,S,195950854,5959574,+44.8026605,-072.1039961
05862,05862,B5,G6350,S,71202271,2335875,+44.3181852,-072.2161155
05866,05866,B5,G6350,S,84455897,667551,+44.6407389,-072.1108852
05867,05867,B5,G6350,S,93300651,505316,+44.6650706,-072.0359728
05868,05868,B5,G6350,S,36339231,121544,+44.9021249,-072.3779292
05871,05871,B5,G6350,S,122253689,1252475,+44.6893047,-071.9369553
05872,05872,B5,G6350,S,62474816,3545917,+44.8685267,-072.0480330
05873,05873,B5,G6350,S,76625213,1185083,+44.4233477,-072.1951177
05874,05874,B5,G6350,S,94845378,274953,+44.8834736,-072.4849577
05875,05875,B5,G6350,S,43472096,1685989,+44.7098485,-072.2469562
05901,05901,B5,G6350,S,92780151,4530288,+44.9408097,-071.6547828
05902,05902,B5,G6350,S,2741542,160056,+45.0095872,-071.4879266
05903,05903,B5,G6350,S,172662652,961332,+44.9350908,-071.5880089
65324,65324,B5,G6350,S,172487707,11707679,+38.1268125,-093.0299143
65325,65325,B5,G6350,S,392941292,1247724,+38.4395461,-093.1887875
65326,65326,B5,G6350,S,355403901,12771438,+38.1658396,-093.1391700
65327,65327,B5,G6350,S,993592,0,+38.9739732,-093.4953126
65329,65329,B5,G6350,S,83652480,17860,+38.6201913,-092.9649068
65330,65330,B5,G6350,S,120471889,4937757,+39.2177259,-092.9528621
65332,65332,B5,G6350,S,230990883,962192,+38.6243064,-093.4146758
65333,65333,B5,G6350,S,161392827,891498,+38.9007677,-093.3199413
65334,65334,B5,G6350,S,176618822,635402,+38.8453104,-093.2268580
28616,28616,B5,G6350,S,6993426,0,+36.0230706,-081.9201909
28617,28617,B5,G6350,S,89363721,1013866,+36.4807024,-081.3619794
28618,28618,B5,G6350,S,102431542,29692,+36.2081657,-081.5167686
28619,28619,B5,G6350,S,3090902,0,+35.7586026,-081.6024944
28621,28621,B5,G6350,S,181589853,1437248,+36.2756505,-080.9146243
28622,28622,B5,G6350,S,80286179,0,+36.1926763,-081.9473326
28623,28623,B5,G6350,S,74040385,464376,+36.5345118,-080.9714916
28624,28624,B5,G6350,S,161544480,33150,+36.1283564,-081.4117752
28625,28625,B5,G6350,S,507006782,3255463,+35.8695670,-080.8896402
28626,28626,B5,G6350,S,83449161,680086,+36.2925767,-081.5176324
28627,28627,B5,G6350,S,51940052,151270,+36.4555549,-081.0044371
28628,28628,B5,G6350,S,1334427,0,+35.7263288,-081.7851067
28629,28629,B5,G6350,S,6167955,10515,+36.3404258,-081.3644398
28630,28630,B5,G6350,S,155404189,5345258,+35.8319756,-081.4201720
28631,28631,B5,G6350,S,64606549,586234,+36.5474764,-081.4103559
28634,28634,B5,G6350,S,163163020,1091616,+35.9728007,-080.7571734
28635,28635,B5,G6350,S,109115619,0,+36.3054634,-081.1260450
28636,28636,B5,G6350,S,154091572,388115,+35.9394262,-081.0634332
28637,28637,B5,G6350,S,7440917,0,+35.7180044,-081.4193610
28638,28638,B5,G6350,S,52469180,5519,+35.8450928,-081.4779384
28640,28640,B5,G6350,S,100618142,1265001,+36.4048731,-081.3993974
28642,28642,B5,G6350,S,94439795,671813,+36.2183985,-080.8203118
28643,28643,B5,G6350,S,180304109,895691,+36.5290589,-081.5408788
28644,28644,B5,G6350,S,177195041,770171,+36.4262184,-081.2779695
28645,28645,B5,G6350,S,853997512,1116135,+35.9788454,-081.5478341
28646,28646,B5,G6350,S,55935655,142202,+36.0733302,-081.8470935
28647,28647,B5,G6350,S,15651543,0,+35.9380838,-081.9729931
28649,28649,B5,G6350,S,90574524,1831,+36.3359905,-081.2120691
28650,28650,B5,G6350,S,115401827,689500,+35.5714262,-081.1583902
28651,28651,B5,G6350,S,227652697,37105,+36.3062145,-081.3087831
83215,83215,B5,G6350,S,202315,0,+43.4431581,-112.8124910
83217,83217,B5,G6350,S,762771187,1069878,+42.7778570,-111.9427149
83218,83218,B5,G6350,S,1039371,0,+43.3176874,-112.1652716
83220,83220,B5,G6350,S,65915285,619957,+42.3772460,-111.4231728
98022,98022,B5,G6350,S,1051341419,6357172,+47.2163720,-121.9129058
98023,98023,B5,G6350,S,26709563,3625337,+47.3114910,-122.3628100
98024,98024,B5,G6350,S,61941913,1348950,+47.5734245,-121.8991824
98026,98026,B5,G6350,S,24151353,2970842,+47.8407354,-122.3326604
83221,83221,B5,G6350,S,2083095917,7028728,+43.3240812,-112.5520450
83223,83223,B5,G6350,S,4775291,7570,+42.1817806,-111.4069587
98027,98027,B5,G6350,S,144568282,2901518,+47.4937320,-121.9987237
83226,83226,B5,G6350,S,5782878444,8682619,+44.6318885,-114.3498097
98028,98028,B5,G6350,S,14639489,1898094,+47.7556649,-122.2480615
83227,83227,B5,G6350,S,1015039998,4083404,+44.2489098,-114.5067299
83228,83228,B5,G6350,S,173000678,412167,+42.2336732,-112.0602710
98029,98029,B5,G6350,S,23189323,42596,+47.5570850,-122.0077482
83232,83232,B5,G6350,S,25455266,47436,+42.1384628,-111.9710881
83233,83233,B5,G6350,S,74249852,272616,+42.1350423,-111.2379560
98030,98030,B5,G6350,S,18463779,217742,+47.3672135,-122.1980509
83234,83234,B5,G6350,S,712869332,274834,+42.4225795,-112.1010942
83235,83235,B5,G6350,S,671674314,427196,+44.5748887,-113.6986008
98031,98031,B5,G6350,S,19423497,255415,+47.4054791,-122.1957723
83236,83236,B5,G6350,S,610009399,1733957,+43.1910953,-111.8724560
83237,83237,B5,G6350,S,57914208,182792,+42.0274524,-111.7785579
83238,83238,B5,G6350,S,193137156,580138,+42.3210165,-111.1164288
83239,83239,B5,G6350,S,84790188,381591,+42.5340600,-111.2899691
98032,98032,B5,G6350,S,43324954,759980,+47.3919421,-122.2571921
83241,83241,B5,G6350,S,542924787,1889530,+42.5148505,-111.7653620
83243,83243,B5,G6350,S,193186292,501994,+42.2974924,-112.6512887
98033,98033,B5,G6350,S,23859685,4622659,+47.6759816,-122.1935779
83244,83244,B5,G6350,S,2173772683,2428674,+44.1168034,-113.1238684
83245,83245,B5,G6350,S,272236703,448273,+42.8181190,-112.2077318
98034,98034,B5,G6350,S,23473942,4537770,+47.7157690,-122.2137483
35060,35060,B5,G6350,S,6692614,410688,+33.5577496,-086.9517264
35061,35061,B5,G6350,S,5164584,0,+33.4720059,-086.9559396
35062,35062,B5,G6350,S,116272765,788827,+33.7249200,-087.0102520
60047,60047,B5,G6350,S,90380242,3514764,+42.2031343,-088.0442084
35063,35063,B5,G6350,S,101416048,934831,+33.8182735,-087.0205524
35064,35064,B5,G6350,S,10635401,0,+33.4760694,-086.9202498
60048,60048,B5,G6350,S,71304946,1783548,+42.2954076,-087.9506111
35068,35068,B5,G6350,S,36141912,0,+33.6075121,-086.8310530
35070,35070,B5,G6350,S,3595988,20335,+34.0092798,-086.7578781
35071,35071,B5,G6350,S,147816483,458202,+33.6951362,-086.8489632
60050,60050,B5,G6350,S,72465104,2326893,+42.3311469,-088.2951796
35072,35072,B5,G6350,S,490696066,2461686,+33.0934978,-086.0669472
60051,60051,B5,G6350,S,82806946,4105647,+42.3549097,-088.2291317
35073,35073,B5,G6350,S,68565156,461136,+33.6512258,-086.9868311
35074,35074,B5,G6350,S,145226,0,+33.2223491,-087.1242696
60053,60053,B5,G6350,S,13016050,0,+42.0423359,-087.7889465
35077,35077,B5,G6350,S,389845960,2995119,+34.0211645,-086.8326676
35078,35078,B5,G6350,S,112763177,5023527,+33.3244198,-086.4449662
60056,60056,B5,G6350,S,27829032,1676,+42.0671658,-087.9347190
35079,35079,B5,G6350,S,274877483,1223646,+33.9378796,-086.7583487
35080,35080,B5,G6350,S,112948900,2935234,+33.2600811,-086.9114743
57755,57755,B5,G6350,S,582458358,539490,+45.8683261,-103.3471780
57756,57756,B5,G6350,S,342345292,70819,+43.2368722,-102.4937875
57758,57758,B5,G6350,S,1348257919,4227302,+44.9111188,-102.8191768
57759,57759,B5,G6350,S,151106338,23816,+44.2350572,-103.5466985
57760,57760,B5,G6350,S,3079871689,10969694,+45.0059500,-103.3007571
57761,57761,B5,G6350,S,1387333735,3214695,+44.2271394,-102.7385328
57762,57762,B5,G6350,S,274091957,850549,+44.7533514,-103.6196915
57763,57763,B5,G6350,S,1069913312,1348516,+43.1113499,-103.2519341
57764,57764,B5,G6350,S,911291824,2544099,+43.1832105,-102.8379488
57766,57766,B5,G6350,S,331385474,507876,+43.3976201,-103.1978042
57767,57767,B5,G6350,S,405465290,27752,+44.1367484,-102.5711118
57769,57769,B5,G6350,S,328258475,534783,+44.2470003,-103.2870456
57770,57770,B5,G6350,S,517011823,624322,+43.0579967,-102.5896208
57772,57772,B5,G6350,S,1273406684,658705,+43.5335762,-102.5928907
57773,57773,B5,G6350,S,29011800,0,+43.5921142,-103.5681466
57775,57775,B5,G6350,S,825449176,4184472,+44.1019640,-102.0289496
57776,57776,B5,G6350,S,322092290,961695,+45.2578398,-103.4887054
57779,57779,B5,G6350,S,102563058,153134,+44.5637726,-103.7553218
57780,57780,B5,G6350,S,846748390,1988754,+43.7802651,-102.5105418
57782,57782,B5,G6350,S,327031588,179766,+43.2953079,-103.1366701
57783,57783,B5,G6350,S,608379340,417052,+44.4741633,-103.9182581
57785,57785,B5,G6350,S,1544514306,5239731,+44.4388093,-103.1335010
57787,57787,B5,G6350,S,1521540319,2376859,+44.6859039,-102.6502528
57788,57788,B5,G6350,S,554515317,1326362,+44.6169643,-103.2049411
57790,57790,B5,G6350,S,1922575914,8122547,+44.0820839,-102.2172781
57791,57791,B5,G6350,S,531097520,3560732,+44.2211389,-102.4616259
57792,57792,B5,G6350,S,633626246,802462,+44.5093234,-102.3975336
57793,57793,B5,G6350,S,382702420,218086,+44.5253679,-103.5787623
57794,57794,B5,G6350,S,130657611,0,+43.1240342,-102.3948434
57799,57799,B5,G6350,S,361498,0,+44.4987072,-103.8724163
58623,58623,B5,G6350,S,1508531988,7145285,+46.1858225,-103.4318045
58649,58649,B5,G6350,S,667069465,757386,+46.1262739,-102.9228715
58653,58653,B5,G6350,S,1056505380,7094256,+46.0971958,-103.1305491
68719,68719,B5,G6350,S,157442783,2124640,+42.9544556,-098.5601533
69201,69201,B5,G6350,S,3196605749,56730888,+42.7398013,-100.5670591
69212,69212,B5,G6350,S,477035447,244394,+42.9329305,-100.8014357
69216,69216,B5,G6350,S,618580948,249232,+42.9778092,-100.9835902
82701,82701,B5,G6350,S,5114913469,3919584,+43.7116357,-104.4338609
34667,34667,B5,G6350,S,83561429,11032687,+28.3914204,-082.6627826
84733,84733,B5,G6350,S,284661190,1036964,+37.2592089,-113.7749119
84734,84734,B5,G6350,S,2235658783,7624433,+38.3053384,-110.6520371
73565,73565,B5,G6350,S,510483719,4470613,+34.0199087,-097.8939749
72120,72120,B5,G6350,S,129880017,1174964,+34.9022280,-092.2408171
84735,84735,B5,G6350,S,330395921,0,+37.6406011,-112.4307717
84736,84736,B5,G6350,S,22653967,7892,+37.5498879,-111.9981677
72121,72121,B5,G6350,S,185090180,0,+35.4553213,-091.7861397
73566,73566,B5,G6350,S,287560341,653165,+34.6159809,-098.9311163
72122,72122,B5,G6350,S,269989502,4778990,+34.7778892,-092.8083543
73567,73567,B5,G6350,S,11942909,36831,+34.7459158,-098.1441106
72123,72123,B5,G6350,S,2279318,0,+35.2587589,-091.2353874
72125,72125,B5,G6350,S,56198480,1744199,+35.0661917,-092.7906688
73568,73568,B5,G6350,S,236979167,4709506,+34.2520944,-098.2130391
84737,84737,B5,G6350,S,510647400,2512932,+37.0447154,-113.2059956
73569,73569,B5,G6350,S,191978191,6107491,+33.9361315,-097.7820125
84738,84738,B5,G6350,S,57111473,155243,+37.1744819,-113.7052525
72126,72126,B5,G6350,S,525867068,8111479,+34.9427651,-092.9162040
84739,84739,B5,G6350,S,72024988,0,+38.6292275,-112.2061453
84740,84740,B5,G6350,S,124571956,4260048,+38.2979158,-112.2592667
73570,73570,B5,G6350,S,320837191,1047207,+34.5146304,-099.1147717
72127,72127,B5,G6350,S,137484460,3524534,+35.1731131,-092.6060378
73571,73571,B5,G6350,S,324267878,185604,+34.9312875,-099.9003229
72128,72128,B5,G6350,S,58281611,113746,+34.3130765,-092.6214409
72129,72129,B5,G6350,S,124225501,178617,+34.3256348,-092.5427358
72130,72130,B5,G6350,S,84477601,1212454,+35.6613992,-092.0564376
72131,72131,B5,G6350,S,338940237,17321296,+35.4160528,-092.1895400
84741,84741,B5,G6350,S,3506758361,1467240,+37.1884517,-112.2492363
84742,84742,B5,G6350,S,71994735,24008,+37.5401076,-113.2080302
73572,73572,B5,G6350,S,716005226,5461718,+34.3573906,-098.3413411
84743,84743,B5,G6350,S,81516214,0,+38.1741835,-112.1384621
72132,72132,B5,G6350,S,157664878,4709447,+34.4462551,-092.2047702
72134,72134,B5,G6350,S,125614933,3881077,+34.6177705,-091.3506109
84744,84744,B5,G6350,S,99667531,28510,+38.6202074,-111.9430437
84745,84745,B5,G6350,S,44735595,0,+37.2315427,-113.2446392
72135,72135,B5,G6350,S,183593313,36151908,+34.8778410,-092.5401004
